SampleID	mean	sd	measure	X.SampleID	Experiment	Farm	Year	farm_number	section	row	block	section_block	farm_block	farm_section_block	farm_section_block_treatment	year_farm_section_block_treatment	Sample_type	DNA	DNA_sample_label	DNA_sample_name	DNA_seq_number	DNA_plate_number	DNA_col	DNA_row	Tissue	DNA_control	Treatment	Seed_source	Disinfection	Inoculation	plot_level	soil_moisture_at_planting	plants_at_planting	approx_plants_at_harvest	cob.weight.grams	cob_weight_g_plot_avg	max_cob_weight_plot	is_disease_score	seed_weight_g_plot	seed_weight_g_block	lb_seeds_plot	lb_seeds_block	cob_count_wk12	cob_count	cobs_per_plant	seeds_per_cob_g	Seeds_per_plant	disease	disease_plot_avg	Height	Height_avg	copies_ITS_all	copies_Fus_all	copies_Fverti_all	copies_Fum_all	perc_Fus_ITS	perc_Fvert_Fus	perc_Fum_Fus	log_copies_ITS_all	log_copies_Fus_all	log_copies_Fverti_all	log_copies_Fum_all
Sample56	24.1885454986	3.7098783044	Inverse Simpson	Sample56	1	AS	2014	1	2	3	3	2.3	1.3	1.2.3	1.2.3.4	2014.1.2.3.4	Crown	1	A.3.4	AS.14.CR8.2.3.4	56	1	7	H	Crown	0	4	3	1	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.5873689192	NA	NA	NA	NA	6.8643083134	NA	NA	NA	NA	NA	NA	0.8956605313	NA	NA
Sample57	7.4242898403	1.0507070359	Inverse Simpson	Sample57	1	OSU	2014	3	2	4	4	2.4	3.4	3.2.4	3.2.4.4	2014.3.2.4.4	Crown	1	14.4.4	OSU.14.CR8.2.4.4	57	1	8	A	Crown	0	4	3	1	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.6159620098	NA	NA	NA	NA	0.1614828361	NA	NA	NA	NA	NA	NA	0.0650127964	NA	NA
Sample58	12.7467048558	2.8137937774	Inverse Simpson	Sample58	1	OSU	2014	3	2	2	2	2.2	3.2	3.2.2	3.2.2.6	2014.3.2.2.6	Crown	1	11.2.6	OSU.14.CR8.2.2.6	58	1	8	B	Crown	0	6	4	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.7794414613	NA	NA	NA	NA	0.1942101273	NA	NA	NA	NA	NA	NA	0.0770807498	NA	NA
Sample59	45.2150260637	6.3413800335	Inverse Simpson	Sample59	1	OSU	2014	3	2	3	3	2.3	3.3	3.2.3	3.2.3.8	2014.3.2.3.8	Crown	1	12.3.8	OSU.14.CR8.2.3.8	59	1	8	C	Crown	0	8	4	1	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.6186240791	NA	NA	NA	NA	0.1234356838	NA	NA	NA	NA	NA	NA	0.0505482143	NA	NA
Sample60	57.7435952878	6.1141252196	Inverse Simpson	Sample60	1	OSU	2014	3	2	4	4	2.4	3.4	3.2.4	3.2.4.3	2014.3.2.4.3	Crown	1	12.4.3	OSU.14.CR8.2.4.3	60	1	8	D	Crown	0	3	3	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.6166091618	NA	NA	NA	NA	0.1774734711	NA	NA	NA	NA	NA	NA	0.0709511311	NA	NA
Sample61	21.5400017294	3.7431507913	Inverse Simpson	Sample61	1	OSU	2014	3	2	3	3	2.3	3.3	3.2.3	3.2.3.5	2014.3.2.3.5	Crown	1	16.3.5	OSU.14.CR8.2.3.5	61	1	8	E	Crown	0	5	4	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.6725040136	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Sample62	30.7921940265	6.8072055753	Inverse Simpson	Sample62	1	OSU	2014	3	2	1	1	2.1	3.1	3.2.1	3.2.1.7	2014.3.2.1.7	Crown	1	14.1.7	OSU.14.CR8.2.1.7	62	1	8	F	Crown	0	7	4	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.7321414285	NA	NA	NA	NA	0.1292844245	NA	NA	NA	NA	NA	NA	0.0528033382	NA	NA
Sample63	39.238873869	5.6339690051	Inverse Simpson	Sample63	1	OSU	2014	3	1	4	4	1.4	3.4	3.1.4	3.1.4.7	2014.3.1.4.7	Crown	1	2.6.7	OSU.14.CR8.2.6.7	63	1	8	G	Crown	0	7	4	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.6962123293	NA	NA	NA	NA	0.8914361777	NA	NA	NA	NA	NA	NA	0.2767916916	NA	NA
Sample64	18.7177165679	3.9529273817	Inverse Simpson	Sample64	1	OSU	2014	3	2	4	4	2.4	3.4	3.2.4	3.2.4.3	2014.3.2.4.3	Crown	1	B.4.3	OSU.14.CR8.2.4.3	64	1	8	H	Crown	0	3	3	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.8002952645	NA	NA	NA	NA	0.2087925167	NA	NA	NA	NA	NA	NA	0.0823517627	NA	NA
Sample65	18.6063768876	4.1795761002	Inverse Simpson	Sample65	1	PC	2014	2	1	4	4	1.4	2.4	2.1.4	2.1.4.4	2014.2.1.4.4	Crown	1	C.4.4	PC.14.CR8.1.4.4	65	1	9	A	Crown	0	4	4	1	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.73531321	NA	NA	NA	NA	0.532108985	NA	NA	NA	NA	NA	NA	0.1852896595	NA	NA
Sample66	17.3235207526	3.1914918257	Inverse Simpson	Sample66	1	PC	2014	2	2	3	3	2.3	2.3	2.2.3	2.2.3.2	2014.2.2.3.2	Crown	1	E.3.2	PC.14.CR8.2.3.2	66	1	9	B	Crown	0	2	4	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.7062568897	NA	NA	NA	NA	0.2541675497	NA	NA	NA	NA	NA	NA	0.0983555597	NA	NA
Sample67	40.4283812877	7.1868110159	Inverse Simpson	Sample67	1	PC	2014	2	2	3	3	2.3	2.3	2.2.3	2.2.3.3	2014.2.2.3.3	Crown	1	F.3.3	PC.14.CR8.2.3.3	67	1	9	C	Crown	0	3	4	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.5639395555	NA	NA	NA	NA	0.266300832	NA	NA	NA	NA	NA	NA	0.1025368922	NA	NA
Sample68	70.024342072	10.3320020684	Inverse Simpson	Sample68	1	PC	2014	2	1	3	3	1.3	2.3	2.1.3	2.1.3.4	2014.2.1.3.4	Crown	1	A.3.4	PC.14.CR8.1.3.4	68	1	9	D	Crown	0	4	4	1	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.5281265102	NA	NA	NA	NA	0.2226393806	NA	NA	NA	NA	NA	NA	0.0872983801	NA	NA
Sample73	9.8344512456	1.7112991897	Inverse Simpson	Sample73	1	OSU	2013	3	0	1	1	0.1	3.1	3.0.1	3.0.1.1	2013.3.0.1.1	Crown	1		OSU.13.CR8.0.1.1	73	1	10	A	Crown	0	1	1	0	0	0	0.0853552895	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.7027682119	NA	NA	NA	NA	0.2389866073	NA	NA	NA	NA	NA	NA	0.0930666119	NA	NA
Sample74	11.2172587053	1.9787354454	Inverse Simpson	Sample74	1	OSU	2013	3	0	4	4	0.4	3.4	3.0.4	3.0.4.1	2013.3.0.4.1	Crown	1		OSU.13.CR8.0.4.1	74	1	10	B	Crown	0	1	1	0	0	0	0.0853552895	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.7257615894	NA	NA	NA	NA	0.1158976806	NA	NA	NA	NA	NA	NA	0.0476243749	NA	NA
Sample75	23.3454459716	4.7161170014	Inverse Simpson	Sample75	1	OSU	2013	3	0	1	1	0.1	3.1	3.0.1	3.0.1.2	2013.3.0.1.2	Crown	1		OSU.13.CR8.0.1.2	75	1	10	C	Crown	0	2	1	1	0	0	0.0944165317	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.6772582781	NA	NA	NA	NA	0.3666734516	NA	NA	NA	NA	NA	NA	0.1356647581	NA	NA
Sample76	4.5229720321	0.6461096139	Inverse Simpson	Sample76	1	OSU	2013	3	0	4	4	0.4	3.4	3.0.4	3.0.4.2	2013.3.0.4.2	Crown	1		OSU.13.CR8.0.4.2	76	1	10	D	Crown	0	2	1	1	0	0	0.0944165317	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.8225562914	NA	NA	NA	NA	0.0971636546	NA	NA	NA	NA	NA	NA	0.0402714124	NA	NA
Sample77	4.3317941506	0.5661329945	Inverse Simpson	Sample77	1	OSU	2013	3	0	1	1	0.1	3.1	3.0.1	3.0.1.3	2013.3.0.1.3	Crown	1		OSU.13.CR8.0.1.3	77	1	10	E	Crown	0	3	2	0	0	0	0.0783454209	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.6946556291	NA	NA	NA	NA	0.2967140133	NA	NA	NA	NA	NA	NA	0.1128442042	NA	NA
Sample78	5.5759127271	0.8522804547	Inverse Simpson	Sample78	1	OSU	2013	3	0	4	4	0.4	3.4	3.0.4	3.0.4.3	2013.3.0.4.3	Crown	1		OSU.13.CR8.0.4.3	78	1	10	F	Crown	0	3	2	0	0	0	0.0783454209	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.7428145695	NA	NA	NA	NA	0.1457378241	NA	NA	NA	NA	NA	NA	0.0590852506	NA	NA
Sample79	4.2111875679	0.5298947986	Inverse Simpson	Sample79	1	OSU	2013	3	0	1	1	0.1	3.1	3.0.1	3.0.1.4	2013.3.0.1.4	Crown	1		OSU.13.CR8.0.1.4	79	1	10	G	Crown	0	4	2	1	0	0	0.082223072	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.6285562914	NA	NA	NA	NA	0.1039507184	NA	NA	NA	NA	NA	NA	0.0429496864	NA	NA
Sample80	5.4828091654	0.8130617486	Inverse Simpson	Sample80	1	OSU	2013	3	0	4	4	0.4	3.4	3.0.4	3.0.4.4	2013.3.0.4.4	Crown	1		OSU.13.CR8.0.4.4	80	1	10	H	Crown	0	4	2	1	0	0	0.082223072	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.7380993377	NA	NA	NA	NA	0.2241472105	NA	NA	NA	NA	NA	NA	0.0878336473	NA	NA
Sample81	5.8364884751	0.8607492439	Inverse Simpson	Sample81	1	OSU	2013	3	0	2	2	0.2	3.2	3.0.2	3.0.2.1	2013.3.0.2.1	Crown	1		OSU.13.CR8.0.2.1	81	1	11	A	Crown	0	1	1	0	0	0	0.0944777658	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.6497549669	NA	NA	NA	NA	0.5372838962	NA	NA	NA	NA	NA	NA	0.1867540778	NA	NA
Sample82	11.6219849853	2.0878480689	Inverse Simpson	Sample82	1	OSU	2013	3	0	5	5	0.5	3.5	3.0.5	3.0.5.1	2013.3.0.5.1	Crown	1		OSU.13.CR8.0.5.1	82	1	11	B	Crown	0	1	1	0	0	0	0.0944777658	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.6728410596	NA	NA	NA	NA	0.0731066473	NA	NA	NA	NA	NA	NA	0.0306428851	NA	NA
Sample83	8.2205817155	1.4742294964	Inverse Simpson	Sample83	1	OSU	2013	3	0	2	2	0.2	3.2	3.0.2	3.0.2.2	2013.3.0.2.2	Crown	1		OSU.13.CR8.0.2.2	83	1	11	C	Crown	0	2	1	1	0	0	0.0671357035	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.7347615894	NA	NA	NA	NA	0.097061447	NA	NA	NA	NA	NA	NA	0.0402309533	NA	NA
Sample84	7.5578216022	1.0134071547	Inverse Simpson	Sample84	1	OSU	2013	3	0	5	5	0.5	3.5	3.0.5	3.0.5.2	2013.3.0.5.2	Crown	1		OSU.13.CR8.0.5.2	84	1	11	D	Crown	0	2	1	1	0	0	0.0671357035	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.7385496689	NA	NA	NA	NA	0.2439236405	NA	NA	NA	NA	NA	NA	0.0947937216	NA	NA
Sample85	16.2630671958	2.6677013725	Inverse Simpson	Sample85	1	OSU	2013	3	0	2	2	0.2	3.2	3.0.2	3.0.2.3	2013.3.0.2.3	Crown	1		OSU.13.CR8.0.2.3	85	1	11	E	Crown	0	3	2	0	0	0	0.0853552895	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.6520463576	NA	NA	NA	NA	0.1580336132	NA	NA	NA	NA	NA	NA	0.0637211654	NA	NA
Sample86	24.2506490995	4.3171401459	Inverse Simpson	Sample86	1	OSU	2013	3	0	5	5	0.5	3.5	3.0.5	3.0.5.3	2013.3.0.5.3	Crown	1		OSU.13.CR8.0.5.3	86	1	11	F	Crown	0	3	2	0	0	0	0.0853552895	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.7442516556	NA	NA	NA	NA	0.2126411487	NA	NA	NA	NA	NA	NA	0.0837323011	NA	NA
Sample87	4.7681276969	0.7117944606	Inverse Simpson	Sample87	1	OSU	2013	3	0	2	2	0.2	3.2	3.0.2	3.0.2.4	2013.3.0.2.4	Crown	1		OSU.13.CR8.0.2.4	87	1	11	G	Crown	0	4	2	1	0	0	0.0944165317	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.6421655629	NA	NA	NA	NA	0.1575852383	NA	NA	NA	NA	NA	NA	0.06355298	NA	NA
Sample88	12.3560781826	2.74905568	Inverse Simpson	Sample88	1	OSU	2013	3	0	5	5	0.5	3.5	3.0.5	3.0.5.4	2013.3.0.5.4	Crown	1		OSU.13.CR8.0.5.4	88	1	11	H	Crown	0	4	2	1	0	0	0.0944165317	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.8260331126	NA	NA	NA	NA	0.1156404668	NA	NA	NA	NA	NA	NA	0.0475242587	NA	NA
Sample89	10.380910689	1.497656395	Inverse Simpson	Sample89	1	OSU	2013	3	0	3	3	0.3	3.3	3.0.3	3.0.3.1	2013.3.0.3.1	Crown	1		OSU.13.CR8.0.3.1	89	1	12	A	Crown	0	1	1	0	0	0	0.0783454209	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.724013245	NA	NA	NA	NA	0.2571732465	NA	NA	NA	NA	NA	NA	0.0993951304	NA	NA
Sample90	3.8008186392	0.4737860966	Inverse Simpson	Sample90	1	OSU	2013	3	0	6	6	0.6	3.6	3.0.6	3.0.6.1	2013.3.0.6.1	Crown	1		OSU.13.CR8.0.6.1	90	1	12	B	Crown	0	1	1	0	0	0	0.0783454209	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.7457417219	NA	NA	NA	NA	0.0785869598	NA	NA	NA	NA	NA	NA	0.0328551653	NA	NA
Sample91	31.7323886786	5.3570833749	Inverse Simpson	Sample91	1	OSU	2013	3	0	3	3	0.3	3.3	3.0.3	3.0.3.2	2013.3.0.3.2	Crown	1		OSU.13.CR8.0.3.2	91	1	12	C	Crown	0	2	1	1	0	0	0.082223072	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.6130662252	NA	NA	NA	NA	0.1937402347	NA	NA	NA	NA	NA	NA	0.0769098319	NA	NA
Sample92	7.5015055998	1.4472684698	Inverse Simpson	Sample92	1	OSU	2013	3	0	6	6	0.6	3.6	3.0.6	3.0.6.2	2013.3.0.6.2	Crown	1		OSU.13.CR8.0.6.2	92	1	12	D	Crown	0	2	1	1	0	0	0.082223072	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.6105761589	NA	NA	NA	NA	0.1829752902	NA	NA	NA	NA	NA	NA	0.0729756732	NA	NA
Sample93	6.8802455583	1.1527551459	Inverse Simpson	Sample93	1	OSU	2013	3	0	3	3	0.3	3.3	3.0.3	3.0.3.3	2013.3.0.3.3	Crown	1		OSU.13.CR8.0.3.3	93	1	12	E	Crown	0	3	2	0	0	0	0.0944777658	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.6850397351	NA	NA	NA	NA	0.1992151697	NA	NA	NA	NA	NA	NA	0.0788971136	NA	NA
Sample94	15.101010608	2.9217843355	Inverse Simpson	Sample94	1	OSU	2013	3	0	6	6	0.6	3.6	3.0.6	3.0.6.3	2013.3.0.6.3	Crown	1		OSU.13.CR8.0.6.3	94	1	12	F	Crown	0	3	2	0	0	0	0.0944777658	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.7980993377	NA	NA	NA	NA	0.1621898695	NA	NA	NA	NA	NA	NA	0.0652770855	NA	NA
Sample95	34.6103221189	5.2309715635	Inverse Simpson	Sample95	1	OSU	2013	3	0	3	3	0.3	3.3	3.0.3	3.0.3.4	2013.3.0.3.4	Crown	1		OSU.13.CR8.0.3.4	95	1	12	G	Crown	0	4	2	1	0	0	0.0671357035	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.7205099338	NA	NA	NA	NA	0.1696910368	NA	NA	NA	NA	NA	NA	0.068071162	NA	NA
Sample98	11.5547046521	1.8435250073	Inverse Simpson	Sample98	1	OSU	2013	3	0	NA	1	0.1	3.1	3.0.1	3.0.1.2	2013.3.0.1.2	Seed	1		OSU.13.SDH.0.1.2	98	2	1	B	Seed	0	2	1	1	0	1	0.0671357035	120	40	NA	91.6730769231	177	NA	794.5	4767	1.7515741018	10.509444611	70	52	1.3	91.6730769231	119.175	0.7347615894	0.7347615894	NA	NA	18457.3269158768	33.2671709101	NA	NA	NA	NA	NA	4.2661688045	1.5220158694	NA	NA
Sample99	6.6963147402	1.015571805	Inverse Simpson	Sample99	1	OSU	2013	3	0	NA	1	0.1	3.1	3.0.1	3.0.1.3	2013.3.0.1.3	Seed	1		OSU.13.SDH.0.1.3	99	2	1	C	Seed	0	3	2	0	0	1	0.0671357035	120	40	NA	89	144	NA	637.8333333333	3827	1.4061829427	8.437097656	52	43	1.075	89	95.675	0.7205099338	0.7205099338	NA	NA	16471.8655427861	30.7561758345	NA	NA	NA	NA	NA	4.2167427885	1.4879323351	NA	NA
Sample101	13.5871086263	1.5667463622	Inverse Simpson	Sample101	1	OSU	2013	3	0	NA	2	0.2	3.2	3.0.2	3.0.2.1	2013.3.0.2.1	Seed	1		OSU.13.SDH.0.2.1	101	2	1	E	Seed	0	1	1	0	0	1	0.0853552895	120	40	NA	92.6101694915	166	NA	910.6666666667	5464	2.007677972	12.0460678319	70	59	1.475	92.6101694915	136.6	0.7027682119	0.7027682119	NA	NA	16559.0577650559	30.9871405802	NA	NA	NA	NA	NA	4.2190356212	1.4911815024	NA	NA
Sample102	3.2939938854	0.3853338481	Inverse Simpson	Sample102	1	OSU	2013	3	0	NA	2	0.2	3.2	3.0.2	3.0.2.2	2013.3.0.2.2	Seed	1		OSU.13.SDH.0.2.2	102	2	1	F	Seed	0	2	1	1	0	1	0.0853552895	120	40	NA	90.5593220339	155	NA	890.5	5343	1.9632180462	11.779308277	65	59	1.475	90.5593220339	133.575	0.6520463576	0.6520463576	NA	NA	28114.9358140557	53.1857947462	NA	NA	NA	NA	NA	4.4489370964	1.7257956532	NA	NA
Sample103	9.4123386885	1.6458988555	Inverse Simpson	Sample103	1	OSU	2013	3	0	NA	2	0.2	3.2	3.0.2	3.0.2.3	2013.3.0.2.3	Seed	1		OSU.13.SDH.0.2.3	103	2	1	G	Seed	0	3	2	0	0	1	0.0853552895	120	40	NA	91.5818181818	164	NA	839.5	5037	1.8507822008	11.1046932045	57	55	1.375	91.5818181818	125.925	0.7257615894	0.7257615894	NA	NA	20337.3568515597	39.364250826	NA	NA	NA	NA	NA	4.3082945091	1.5951019904	NA	NA
Sample104	17.2740228768	2.5398001001	Inverse Simpson	Sample104	1	OSU	2013	3	0	NA	2	0.2	3.2	3.0.2	3.0.2.4	2013.3.0.2.4	Seed	1		OSU.13.SDH.0.2.4	104	2	1	H	Seed	0	4	2	1	0	1	0.0853552895	120	40	NA	88.1076923077	167	NA	954.5	5727	2.1043140091	12.6258840544	74	65	1.625	88.1076923077	143.175	0.7442516556	0.7442516556	NA	NA	12992.8376472753	39.234288256	NA	NA	NA	NA	NA	4.1137040117	1.5936657785	NA	NA
Sample105	3.6282879486	0.5216909344	Inverse Simpson	Sample105	1	OSU	2013	3	0	NA	3	0.3	3.3	3.0.3	3.0.3.1	2013.3.0.3.1	Seed	1		OSU.13.SDH.0.3.1	105	2	2	A	Seed	0	1	1	0	0	1	0.0944165317	120	40	NA	103.4333333333	155	NA	1034.3333333333	6206	2.2803165253	13.6818991517	64	60	1.5	103.4333333333	155.15	0.6772582781	0.6772582781	NA	NA	16048.3635965546	24.3959143424	NA	NA	NA	NA	NA	4.2054307553	1.3873170998	NA	NA
Sample106	10.3227869628	1.470663939	Inverse Simpson	Sample106	1	OSU	2013	3	0	NA	3	0.3	3.3	3.0.3	3.0.3.2	2013.3.0.3.2	Seed	1		OSU.13.SDH.0.3.2	106	2	2	B	Seed	0	2	1	1	0	1	0.0944165317	120	40	NA	101.1428571429	149	NA	1062	6372	2.3413111342	14.0478668054	65	63	1.575	101.1428571429	159.3	0.6421655629	0.6421655629	NA	NA	15470.9070080063	26.0874042001	NA	NA	NA	NA	NA	4.1895157757	1.4164308672	NA	NA
Sample107	17.3746191456	2.6549710946	Inverse Simpson	Sample107	1	OSU	2013	3	0	NA	3	0.3	3.3	3.0.3	3.0.3.3	2013.3.0.3.3	Seed	1		OSU.13.SDH.0.3.3	107	2	2	C	Seed	0	3	2	0	0	1	0.0944165317	120	40	NA	97.5438596491	165	NA	926.6666666667	5560	2.0429519627	12.2577117762	61	57	1.425	97.5438596491	139	0.8225562914	0.8225562914	NA	NA	18248.281297513	37.2917722369	NA	NA	NA	NA	NA	4.261221967	1.5716130231	NA	NA
Sample108	16.6216114876	2.6580823132	Inverse Simpson	Sample108	1	OSU	2013	3	0	NA	3	0.3	3.3	3.0.3	3.0.3.4	2013.3.0.3.4	Seed	1		OSU.13.SDH.0.3.4	108	2	2	D	Seed	0	4	2	1	0	1	0.0944165317	120	40	NA	92.9245283019	163	NA	820.8333333333	4925	1.8096292116	10.8577752694	59	53	1.325	92.9245283019	123.125	0.8260331126	0.8260331126	NA	NA	15115.3073036538	39.0858910226	NA	NA	NA	NA	NA	4.1794169811	1.5920200168	NA	NA
Sample109	13.6174211514	1.6791519416	Inverse Simpson	Sample109	1	OSU	2013	3	0	NA	4	0.4	3.4	3.0.4	3.0.4.1	2013.3.0.4.1	Seed	1		OSU.13.SDH.0.4.1	109	2	2	E	Seed	0	1	1	0	0	1	0.0783454209	120	40	NA	94.1833333333	163	NA	941.8333333333	5651	2.0763887664	12.4583325985	60	60	1.5	94.1833333333	141.275	0.6946556291	0.6946556291	NA	NA	9578.7581486167	14.2245811399	NA	NA	NA	NA	NA	3.981309208	1.1530394869	NA	NA
Sample110	5.9354781983	0.8255435076	Inverse Simpson	Sample110	1	OSU	2013	3	0	NA	4	0.4	3.4	3.0.4	3.0.4.2	2013.3.0.4.2	Seed	1		OSU.13.SDH.0.4.2	110	2	2	F	Seed	0	2	1	1	0	1	0.0783454209	120	40	NA	91.5	157	NA	884.5	5307	1.9499902997	11.6999417979	63	58	1.45	91.5	132.675	0.724013245	0.724013245	NA	NA	17837.5773406503	20.9233131106	NA	NA	NA	NA	NA	4.2513358692	1.3206304542	NA	NA
Sample111	9.8094472507	1.7552409342	Inverse Simpson	Sample111	1	OSU	2013	3	0	NA	4	0.4	3.4	3.0.4	3.0.4.3	2013.3.0.4.3	Seed	1		OSU.13.SDH.0.4.3	111	2	2	G	Seed	0	3	2	0	0	1	0.0783454209	120	40	NA	96.04	181	NA	800.3333333333	4802	1.764434411	10.5866064657	51	50	1.25	96.04	120.05	0.7428145695	0.7428145695	NA	NA	14909.5669409773	19.3046988597	NA	NA	NA	NA	NA	4.1734650292	1.2856630313	NA	NA
Sample112	6.9153946907	1.1790707096	Inverse Simpson	Sample112	1	OSU	2013	3	0	NA	4	0.4	3.4	3.0.4	3.0.4.4	2013.3.0.4.4	Seed	1		OSU.13.SDH.0.4.4	112	2	2	H	Seed	0	4	2	1	0	1	0.0783454209	120	40	NA	95.0344827586	167	NA	918.6666666667	5512	2.0253149674	12.1518898041	66	58	1.45	95.0344827586	137.8	0.7457417219	0.7457417219	NA	NA	13387.7838545394	19.714346342	NA	NA	NA	NA	NA	4.1267086921	1.294782382	NA	NA
Sample113	5.3818948045	0.8300709855	Inverse Simpson	Sample113	1	OSU	2013	3	0	NA	5	0.5	3.5	3.0.5	3.0.5.1	2013.3.0.5.1	Seed	1		OSU.13.SDH.0.5.1	113	2	3	A	Seed	0	1	1	0	0	1	0.082223072	120	40	NA	94.4912280702	178	NA	897.6666666667	5386	1.9790178545	11.8741071271	63	57	1.425	94.4912280702	134.65	0.6285562914	0.6285562914	NA	NA	13770.2496059905	21.0166939958	NA	NA	NA	NA	NA	4.1389418126	1.3225644009	NA	NA
Sample114	16.6607789288	2.6385359676	Inverse Simpson	Sample114	1	OSU	2013	3	0	NA	5	0.5	3.5	3.0.5	3.0.5.2	2013.3.0.5.2	Seed	1		OSU.13.SDH.0.5.2	114	2	3	B	Seed	0	2	1	1	0	1	0.082223072	120	40	NA	101.0754716981	162	NA	892.8333333333	5357	1.9683621698	11.8101730189	59	53	1.325	101.0754716981	133.925	0.6130662252	0.6130662252	NA	NA	10895.6132993645	25.9824036643	NA	NA	NA	NA	NA	4.0372516811	1.4146793257	NA	NA
Sample115	9.0755589375	1.6487107617	Inverse Simpson	Sample115	1	OSU	2013	3	0	NA	5	0.5	3.5	3.0.5	3.0.5.3	2013.3.0.5.3	Seed	1		OSU.13.SDH.0.5.3	115	2	3	C	Seed	0	3	2	0	0	1	0.082223072	120	40	NA	93.1320754717	155	NA	822.6666666667	4936	1.813671023	10.882026138	57	53	1.325	93.1320754717	123.4	0.7380993377	0.7380993377	NA	NA	12819.374976596	19.863768886	NA	NA	NA	NA	NA	4.1078668512	1.2980616536	NA	NA
Sample116	9.4591195238	1.0489351071	Inverse Simpson	Sample116	1	OSU	2013	3	0	NA	5	0.5	3.5	3.0.5	3.0.5.4	2013.3.0.5.4	Seed	1		OSU.13.SDH.0.5.4	116	2	3	D	Seed	0	4	2	1	0	1	0.082223072	120	40	NA	95.8611111111	185	NA	862.75	5176.5	1.9020397185	11.4122383111	54	54	1.35	95.8611111111	129.4125	0.6105761589	0.6105761589	NA	NA	19122.3209658421	26.8327256133	NA	NA	NA	NA	NA	4.2815406035	1.4286647897	NA	NA
